"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"1",-0.032765943595929,1.67577494182019,0.452205292888613,1.60264001113594,0.648729754192052,-0.250152186717156,-0.160304441076233,0.0299466935232376,0.0224780282879135
"2",-0.0154874897775988,1.83618846439178,0.320705860351551,1.20730798266632,0.408060922366573,-0.190865860614444,0.0614161978617324,0.194941797199413,0.00610493066439586
"3",-3.7509482243174,2.91275713485747,0.40471849001531,0.521019103351576,0.374994783115297,0.266963703161269,-0.0848235152872723,-0.87072621165409,0.073674417791761
"4",-1.75583009833988,2.18096832948122,0.320056269033101,1.03977489687163,0.605198120373353,0.251910602087841,-0.179067529445586,-0.3971870826274,0.0595464993581655
"5",-1.75897735008191,2.35477734150971,0.198544238896913,0.652588580726213,0.359272442330505,0.262253014754894,0.0398876173101588,-0.201675558834809,0.0395080848424294
"6",-2.00142432106942,1.54021673591131,0.20524651989176,1.4214971428418,0.562566422067436,0.204091390744426,-0.12503436874175,-0.463429632406784,0.0421844817340634
"7",-1.71877266134789,3.38209310336217,0.254988376647204,-0.374847956084105,-0.168629705808825,-0.0485980511907413,-0.217660753336549,-0.0864119292503232,-0.0468782029643932
"8",-1.93664609316332,3.00543033861562,0.073414732775708,-0.338981447083261,-0.278745168101351,0.126524031589992,0.0539528751712906,0.0511889414897782,-0.0648418206102243
"9",-1.83807822641806,3.6317291545187,0.589434813298862,-0.278323887566114,-0.213986050380166,-0.165289110408736,-0.182501876476442,-0.137984994585891,-0.0306798618615559
"10",-3.20571485494732,3.50015676072017,-0.516252538087451,-0.98077613681788,-0.33909812294513,-0.449983727342339,-0.0183013396870634,-0.298894747078493,-0.102253352136741
"11",-0.998839069380242,1.39389762531901,-0.124103621322957,1.27597730797444,0.582143271749313,0.156579313927935,0.233594679632162,-0.15432535005956,0.0450219937922259
"12",-0.874326045009489,1.07976634892049,-0.471685216003495,1.13187809455738,0.477621025284856,0.188419771424426,0.232732150235691,-0.230247877635104,0.139779723175804
"13",-1.38606476024602,1.3681278312888,0.446746392815778,1.47428994147877,0.2804534248886,0.419288021988476,0.323131929327397,-0.0210010774280959,0.0812298365335486
"14",-0.460740656623629,-0.211070039465663,-1.26100495846802,0.711368798280061,-0.387681371277518,0.261328345113244,-0.371773332644976,0.0460877920392686,-0.046714593871599
"15",-0.524385905321632,-0.21458235624604,-1.84310151928202,0.609535075920968,0.0638722764323598,0.278346132475077,-0.087338272556679,0.00926205133833318,-0.0614545537801462
"16",-0.0910809862327012,0.0965409290349816,-1.10926166976016,0.968809708258512,0.0391232894749763,0.196534498522532,-0.00997881240298637,-0.116821783368157,-0.0376866531017459
"17",-2.0040237725695,-0.194963739505333,-2.69863912881542,-0.0230405333851772,0.150169942830322,0.40568913743328,-0.188651944235584,0.142403138810987,0.00528862278613525
"18",-0.550457274873343,-0.91134132441594,-0.968107924021069,0.20270343786935,0.277395417177855,0.186962413998994,0.209592619263006,0.0888007708606072,-0.0953274854963093
"19",-2.56684698042142,0.496601904484224,-1.39967792381767,0.144218870585806,-0.258151313118257,0.645223144991653,-0.442654884939471,-0.0990571822976463,0.0815850231074999
